buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight
1976,, ,23,1,2017,"2,000",단독,65,,,11410,58.81,홍제동, 
1976,, ,23,1,2017,"3,000",단독,78,,,11410,58.81,홍제동, 
1990,, ,25,1,2017,"5,500",다가구,40,,,11410,50,홍제동, 
1991,, ,7,1,2017,500,다가구,35,,,11410,32.06,홍제동, 
1997,, ,6,1,2017,"14,000",다가구,0,,,11410,30,연희동, 
1990,, ,5,1,2017,"10,000",다가구,0,,,11410,54.03,홍은동, 
2012,, ,8,1,2017,"3,000",다가구,36,,,11410,23.1,연희동, 
2002,, ,21,1,2017,"7,000",다가구,10,,,11410,24,연희동, 
1992,, ,17,2,2017,"6,500",다가구,0,,,11410,39.6,홍은동, 
1998,, ,16,2,2017,"3,000",다가구,38,,,11410,49.51,홍은동, 
1995,, ,9,2,2017,"27,000",다가구,0,,,11410,87.82,홍제동, 
2003,, ,15,2,2017,"2,000",다가구,32,,,11410,20,홍은동, 
1989,, ,28,2,2017,"13,500",다가구,0,,,11410,63.88,남가좌동, 
1993,, ,1,2,2017,"4,000",다가구,60,,,11410,61.5,홍제동, 
1977,, ,17,2,2017,"11,000",단독,0,,,11410,78.68,홍은동, 
1990,, ,9,2,2017,"1,000",다가구,0,,,11410,33.9,남가좌동, 
1985,, ,4,2,2017,"6,000",다가구,0,,,11410,45,홍제동, 
,, ,2,2,2017,"16,500",다가구,25,,,11410,65.14,연희동, 
1987,, ,23,3,2017,"10,000",다가구,15,,,11410,64.31,북가좌동, 
1977,, ,15,3,2017,"13,500",다가구,0,,,11410,72.73,북가좌동, 
1992,, ,24,3,2017,"6,500",다가구,0,,,11410,43.47,연희동, 
1979,, ,11,3,2017,"5,000",다가구,60,,,11410,50,홍제동, 
1991,, ,28,3,2017,"9,500",다가구,0,,,11410,63.14,홍은동, 
1982,, ,23,3,2017,"10,000",다가구,0,,,11410,45,홍은동, 
2007,, ,31,3,2017,"20,500",다가구,0,,,11410,72.45,연희동, 
2003,, ,2,3,2017,"19,000",단독,0,,,11410,82.09,홍은동, 
1990,, ,9,3,2017,"1,000",다가구,40,,,11410,49,북가좌동, 
1994,, ,24,3,2017,"8,000",단독,0,,,11410,59.5,남가좌동, 
1993,, ,7,4,2017,500,다가구,40,,,11410,29.09,천연동, 
1991,, ,19,4,2017,"10,000",다가구,0,,,11410,53.13,홍은동, 
1992,, ,6,4,2017,"8,000",다가구,0,,,11410,32.27,홍은동, 
1990,, ,30,4,2017,"2,000",다가구,0,,,11410,53.37,홍은동, 
1992,, ,19,4,2017,"5,000",다가구,0,,,11410,24.5,홍은동, 
1991,, ,25,4,2017,"9,000",다가구,0,,,11410,48.08,홍제동, 
1978,, ,22,4,2017,"9,000",다가구,0,,,11410,45,연희동, 
1997,, ,24,4,2017,"2,000",다가구,50,,,11410,59,홍제동, 
1993,, ,28,4,2017,"11,000",다가구,0,,,11410,63.55,연희동, 
1998,, ,27,4,2017,"13,000",다가구,0,,,11410,88.69,연희동, 
1966,, ,13,5,2017,"50,000",단독,40,,,11410,168.07,연희동, 
1994,, ,5,5,2017,"6,000",다가구,20,,,11410,37.65,홍은동, 
,, ,31,5,2017,"5,000",다가구,30,,,11410,45,홍은동, 
1996,, ,27,5,2017,500,다가구,30,,,11410,30,홍제동, 
1990,, ,23,5,2017,"8,300",다가구,0,,,11410,61.91,홍은동, 
1992,, ,31,5,2017,"6,000",다가구,0,,,11410,32.07,홍제동, 
1990,, ,23,5,2017,"8,000",다가구,0,,,11410,33.31,남가좌동, 
1985,, ,28,5,2017,"15,000",다가구,0,,,11410,60.6,충정로3가, 
1974,, ,9,5,2017,"50,000",단독,0,,,11410,119.67,연희동, 
1994,, ,29,5,2017,"1,500",다가구,40,,,11410,20,연희동, 
1971,, ,29,6,2017,"11,000",단독,0,,,11410,173.23,연희동, 
2017,, ,6,6,2017,"8,500",다가구,0,,,11410,20,북가좌동, 
1985,, ,23,6,2017,"2,000",단독,20,,,11410,60,연희동, 
1993,, ,28,6,2017,"7,000",다가구,10,,,11410,59.595,홍은동, 
,, ,15,6,2017,"8,000",다가구,0,,,11410,37.5,홍은동, 
,, ,4,6,2017,"3,600",다가구,0,,,11410,36.48,홍제동, 
1990,, ,24,6,2017,"3,000",단독,30,,,11410,53.96,홍제동, 
1996,, ,5,6,2017,500,다가구,35,,,11410,17,북가좌동, 
2014,, ,12,6,2017,"3,500",다가구,30,,,11410,15,홍은동, 
1974,, ,17,6,2017,"1,500",단독,50,,,11410,48.88,홍은동, 
1994,, ,13,7,2017,"7,500",다가구,0,,,11410,66.38,홍은동, 
1940,, ,5,7,2017,"5,500",다가구,0,,,11410,56.64,홍은동, 
2017,, ,31,7,2017,"7,000",단독,0,,,11410,18,홍은동, 
1967,, ,25,7,2017,"7,000",단독,0,,,11410,42.51,홍은동, 
1995,, ,11,7,2017,"8,000",다가구,18,,,11410,63.28,창천동, 
,, ,12,7,2017,"1,000",단독,65,,,11410,33,북가좌동, 
2017,, ,31,7,2017,"1,000",다가구,55,,,11410,18.5,창천동, 
2001,, ,17,7,2017,"4,000",단독,25,,,11410,123.48,창천동, 
1997,, ,18,7,2017,"5,000",다가구,24,,,11410,30,연희동, 
2004,, ,3,7,2017,"29,000",다가구,0,,,11410,67.5,연희동, 
2017,, ,31,8,2017,"1,000",다가구,55,,,11410,18.5,창천동, 
1989,, ,30,8,2017,"3,500",다가구,0,,,11410,30,홍제동, 
1994,, ,10,8,2017,"6,500",다가구,0,,,11410,46.15,북아현동, 
1993,, ,7,8,2017,500,다가구,40,,,11410,49.72,홍은동, 
1974,, ,10,8,2017,"30,000",단독,250,,,11410,156.56,연희동, 
2002,, ,30,8,2017,500,단독,50,,,11410,22.43,대신동, 
2011,, ,5,8,2017,500,단독,35,,,11410,10,남가좌동, 
1989,, ,24,8,2017,"3,000",단독,55,,,11410,61.17,북가좌동, 
1994,, ,30,8,2017,"1,000",단독,50,,,11410,40,천연동, 
1996,, ,31,8,2017,"7,500",다가구,0,,,11410,27.5,창천동, 
1990,, ,15,9,2017,"5,000",다가구,40,,,11410,62.62,남가좌동, 
1980,, ,19,9,2017,"12,000",다가구,0,,,11410,91.9,북가좌동, 
2003,, ,13,9,2017,500,다가구,50,,,11410,33,창천동, 
1997,, ,29,9,2017,"1,000",다가구,65,,,11410,34.25,연희동, 
1984,, ,22,9,2017,"15,000",다가구,0,,,11410,49.53,홍제동, 
1992,, ,14,9,2017,"34,000",단독,0,,,11410,66.12,북아현동, 
1976,, ,17,9,2017,"2,000",단독,60,,,11410,67.67,북가좌동, 
1997,, ,6,9,2017,"15,000",다가구,0,,,11410,45,창천동, 
1996,, ,3,9,2017,"9,000",다가구,0,,,11410,50,홍은동, 
2008,, ,16,9,2017,"10,000",다가구,0,,,11410,48.96,연희동, 
1986,, ,6,10,2017,"13,000",단독,0,,,11410,35.9,홍제동, 
1993,, ,26,10,2017,"5,000",다가구,40,,,11410,54.68,홍은동, 
1995,, ,20,10,2017,"5,500",다가구,25,,,11410,45,홍제동, 
2004,, ,19,10,2017,"17,000",다가구,30,,,11410,80,냉천동, 
1993,, ,24,10,2017,500,다가구,35,,,11410,23,홍제동, 
1993,, ,23,10,2017,"7,700",다가구,0,,,11410,40,창천동, 
1977,, ,21,10,2017,"5,000",단독,60,,,11410,59.83,북가좌동, 
1993,, ,23,10,2017,"11,000",다가구,0,,,11410,37.2,천연동, 
1991,, ,27,10,2017,"9,000",단독,0,,,11410,41,홍제동, 
1992,, ,13,10,2017,"20,000",다가구,0,,,11410,65.34,연희동, 
,, ,28,11,2017,"29,000",단독,0,,,11410,50.62,홍제동, 
1992,, ,3,11,2017,"5,500",다가구,0,,,11410,71.92,홍은동, 
1992,, ,20,11,2017,"20,000",다가구,0,,,11410,64.35,홍은동, 
1992,, ,21,11,2017,"12,000",단독,0,,,11410,47.32,홍제동, 
1990,, ,3,11,2017,"3,000",다가구,0,,,11410,35,연희동, 
1990,, ,6,11,2017,"5,000",다가구,0,,,11410,40,남가좌동, 
1998,, ,2,11,2017,"5,000",다가구,52,,,11410,77.07,홍은동, 
,, ,4,11,2017,"1,000",다가구,70,,,11410,43,연희동, 
1991,, ,27,11,2017,"3,000",다가구,20,,,11410,64.68,창천동, 
1996,, ,4,11,2017,"1,000",단독,30,,,11410,45.83,연희동, 
1975,, ,5,12,2017,"30,000",단독,0,,,11410,139.21,북가좌동, 
1993,, ,30,12,2017,"1,000",다가구,55,,,11410,28,창천동, 
1988,, ,4,12,2017,"11,000",단독,0,,,11410,65.86,연희동, 
,, ,6,12,2017,"1,000",다가구,50,,,11410,59,홍제동, 
2002,, ,9,12,2017,"5,000",다가구,60,,,11410,47.83,북아현동, 
1995,, ,24,12,2017,"10,000",다가구,6,,,11410,26.44,창천동, 
,, ,15,12,2017,"4,000",단독,45,,,11410,26,연희동, 
,, ,28,12,2017,"4,500",다가구,0,,,11410,18,연희동, 
2002,, ,25,12,2017,"2,000",다가구,40,,,11410,16.5,연희동, 
,, ,9,12,2017,500,다가구,40,,,11410,46.3,미근동, 
1977,, ,27,1,2018,"17,000",단독,0,,,11410,72.73,북가좌동, 
1995,, ,9,1,2018,"4,500",다가구,0,,,11410,25,북아현동, 
,, ,14,1,2018,"12,500",다가구,0,,,11410,50,충정로2가, 
1995,, ,27,1,2018,"8,000",다가구,0,,,11410,20,연희동, 
1988,, ,4,1,2018,"7,000",다가구,25,,,11410,36,연희동, 
,, ,19,1,2018,500,단독,40,,,11410,149,창천동, 
,, ,9,1,2018,"5,500",다가구,0,,,11410,16.5,창천동, 
2010,, ,11,1,2018,"1,000",단독,47,,,11410,22.69,연희동, 
2002,, ,21,1,2018,"1,000",단독,30,,,11410,19.83,홍은동, 
2016,, ,31,1,2018,"8,500",단독,0,,,11410,23,홍은동, 
1984,, ,6,2,2018,"9,000",단독,10,,,11410,14.01,연희동, 
1977,, ,26,2,2018,"10,000",단독,0,,,11410,62.41,북가좌동, 
1977,, ,26,2,2018,"10,000",단독,0,,,11410,62.41,북가좌동, 
2003,, ,28,2,2018,"1,000",다가구,41,,,11410,20,홍은동, 
1974,, ,3,2,2018,"50,000",단독,120,,,11410,224.29,연희동, 
1990,, ,27,2,2018,"1,000",단독,35,,,11410,19.8,대신동, 
1997,, ,24,2,2018,"12,000",다가구,0,,,11410,48.48,북아현동, 
2003,, ,20,2,2018,"1,000",단독,0,,,11410,20,홍은동, 
1974,, ,3,2,2018,"70,000",단독,0,,,11410,224.29,연희동, 
,, ,5,2,2018,500,단독,45,,,11410,20,연희동, 
1988,, ,22,3,2018,"22,000",다가구,0,,,11410,40.26,남가좌동, 
1991,, ,14,3,2018,"13,000",다가구,0,,,11410,44,홍제동, 
1994,, ,13,3,2018,200,다가구,30,,,11410,59.4,홍은동, 
1996,, ,27,3,2018,"7,000",다가구,0,,,11410,40,홍제동, 
1990,, ,10,3,2018,"19,000",다가구,0,,,11410,69.09,홍제동, 
1997,, ,30,3,2018,"16,000",다가구,0,,,11410,69.59,홍은동, 
2017,, ,28,3,2018,"6,000",단독,28,,,11410,21,남가좌동, 
1988,, ,15,3,2018,"8,000",다가구,20,,,11410,44,홍제동, 
1992,, ,10,3,2018,"2,000",다가구,0,,,11410,79.46,홍제동, 
,, ,10,3,2018,"6,000",단독,0,,,11410,117.94,창천동, 
1978,, ,26,4,2018,"16,000",다가구,0,,,11410,67.77,북가좌동, 
2016,, ,24,4,2018,"14,000",다가구,0,,,11410,46.43,홍은동, 
,, ,16,4,2018,"9,000",다가구,0,,,11410,51.15,홍은동, 
1998,, ,3,4,2018,"18,000",단독,0,,,11410,74.17,홍제동, 
1963,, ,30,4,2018,"8,000",단독,0,,,11410,49.6,미근동, 
2001,, ,26,4,2018,"4,000",다가구,15,,,11410,25,연희동, 
,, ,24,4,2018,"7,000",다가구,40,,,11410,42.97,연희동, 
,, ,10,4,2018,"6,000",다가구,0,,,11410,15,창천동, 
,, ,5,4,2018,"1,000",다가구,30,,,11410,38,남가좌동, 
1991,, ,26,4,2018,"5,000",다가구,0,,,11410,19.34,연희동, 
1978,, ,1,5,2018,"15,000",다가구,0,,,11410,57.48,홍제동, 
1992,, ,4,5,2018,"2,000",단독,30,,,11410,36.97,연희동, 
1993,, ,25,5,2018,"2,000",다가구,30,,,11410,70.18,남가좌동, 
2018,, ,7,5,2018,500,단독,45,,,11410,14,홍은동, 
1980,, ,22,5,2018,"12,000",단독,0,,,11410,91.9,북가좌동, 
,, ,6,5,2018,"21,000",단독,0,,,11410,89.13,충정로3가, 
,, ,18,5,2018,"10,000",다가구,0,,,11410,54.44,냉천동, 
1985,, ,31,5,2018,"9,000",단독,0,,,11410,41.7,북아현동, 
1991,, ,31,5,2018,"5,000",단독,0,,,11410,33.12,남가좌동, 
1996,, ,31,5,2018,"7,500",다가구,0,,,11410,30.24,북아현동, 
1989,, ,7,6,2018,"5,000",다가구,0,,,11410,27,연희동, 
,, ,21,6,2018,"3,348",단독,28,,,11410,37.5,홍은동, 
1989,, ,19,6,2018,"5,500",단독,0,,,11410,36.36,연희동, 
2002,, ,27,6,2018,"4,000",다가구,30,,,11410,30,연희동, 
1984,, ,11,6,2018,"6,000",단독,0,,,11410,45.535,홍제동, 
1977,, ,1,6,2018,"5,000",단독,0,,,11410,28.76,홍제동, 
1997,, ,26,6,2018,"7,000",단독,0,,,11410,39.66,홍은동, 
1986,, ,13,6,2018,"5,000",단독,65,,,11410,64.92,홍은동, 
1937,, ,28,6,2018,"10,800",단독,0,,,11410,33.06,북아현동, 
,, ,30,6,2018,"2,000",단독,50,,,11410,30,연희동, 
1994,, ,26,7,2018,"8,000",다가구,0,,,11410,38.45,홍은동, 
1983,, ,31,7,2018,"12,000",단독,0,,,11410,63.72,북가좌동, 
1991,, ,21,7,2018,"13,000",단독,0,,,11410,55.8,연희동, 
2018,, ,26,7,2018,"7,500",단독,0,,,11410,16,남가좌동, 
1988,, ,24,7,2018,"8,000",단독,0,,,11410,49.24,남가좌동, 
1974,, ,16,7,2018,"11,000",단독,30,,,11410,78.71,홍제동, 
1996,, ,16,7,2018,"1,000",다가구,50,,,11410,32.7,연희동, 
2001,, ,20,7,2018,"1,000",다가구,52,,,11410,18,대신동, 
1997,, ,1,7,2018,500,다가구,40,,,11410,23,북아현동, 
2004,, ,4,7,2018,"3,000",다가구,20,,,11410,20,충정로3가, 
1997,, ,18,8,2018,"8,000",다가구,0,,,11410,49.59,연희동, 
1993,, ,30,8,2018,"9,000",다가구,0,,,11410,38.1,홍제동, 
1993,, ,25,8,2018,"10,000",다가구,0,,,11410,40.07,홍제동, 
1978,, ,13,8,2018,"6,500",단독,0,,,11410,33,홍제동, 
1992,, ,15,8,2018,"3,000",단독,130,,,11410,85.14,창천동, 
1991,, ,2,8,2018,"1,000",다가구,55,,,11410,32.04,옥천동, 
,, ,29,8,2018,300,다가구,43,,,11410,13.22,연희동, 
2006,, ,1,8,2018,500,다가구,50,,,11410,26.44,창천동, 
1993,, ,15,8,2018,"6,000",다가구,0,,,11410,42,홍제동, 
,, ,24,8,2018,"8,000",단독,0,,,11410,45.46,연희동, 
1995,, ,28,9,2018,"12,500",다가구,0,,,11410,61.84,남가좌동, 
2018,, ,19,9,2018,"16,000",단독,0,,,11410,18,북가좌동, 
1997,, ,30,9,2018,"17,500",다가구,0,,,11410,71.92,홍은동, 
1992,, ,20,9,2018,"13,000",다가구,0,,,11410,57.42,연희동, 
,, ,20,9,2018,"17,500",다가구,0,,,11410,50.53,홍제동, 
,, ,17,9,2018,"10,000",다가구,0,,,11410,49,연희동, 
1992,, ,2,9,2018,"10,000",다가구,0,,,11410,46.62,남가좌동, 
1997,, ,6,9,2018,"16,000",다가구,0,,,11410,45,창천동, 
1997,, ,17,9,2018,"2,000",다가구,20,,,11410,26.44,연희동, 
2002,, ,11,9,2018,500,다가구,53,,,11410,33,연희동, 
1989,, ,7,10,2018,"15,000",단독,0,,,11410,46.77,남가좌동, 
1990,, ,22,10,2018,"9,000",다가구,0,,,11410,36.3,홍은동, 
,, ,1,10,2018,"3,500",다가구,0,,,11410,40.14,북가좌동, 
1993,, ,23,10,2018,"10,000",다가구,0,,,11410,42.6,북아현동, 
1992,, ,6,10,2018,"5,500",단독,0,,,11410,52,남가좌동, 
1997,, ,6,10,2018,"6,500",다가구,0,,,11410,59,홍은동, 
1993,, ,10,10,2018,"2,000",다가구,50,,,11410,49.4,북아현동, 
1993,, ,28,10,2018,"3,000",다가구,25,,,11410,42.93,연희동, 
1993,, ,31,10,2018,"8,500",다가구,0,,,11410,47.7,홍제동, 
1997,, ,25,10,2018,"14,000",다가구,0,,,11410,65.48,연희동, 
1974,, ,17,11,2018,"8,000",단독,0,,,11410,33.31,연희동, 
1956,, ,2,11,2018,"2,000",단독,40,,,11410,23.14,홍은동, 
,, ,17,11,2018,"5,000",다가구,5,,,11410,37,북가좌동, 
1976,, ,17,11,2018,"5,000",다가구,50,,,11410,37,북가좌동, 
,, ,15,11,2018,"16,800",다가구,0,,,11410,47.88,홍제동, 
1989,, ,9,11,2018,"16,500",단독,0,,,11410,65.26,홍제동, 
1996,, ,23,11,2018,"1,000",다가구,45,,,11410,23,옥천동, 
1969,, ,16,11,2018,300,단독,50,,,11410,20,연희동, 
1988,, ,28,11,2018,"1,000",단독,42,,,11410,17,연희동, 
1985,, ,21,11,2018,"3,000",단독,100,,,11410,45.83,창천동, 
1983,, ,26,12,2018,"38,000",단독,0,,,11410,95.26,연희동, 
1992,, ,12,12,2018,"13,000",다가구,0,,,11410,76.73,홍제동, 
2002,, ,1,12,2018,"15,000",다가구,0,,,11410,42.74,연희동, 
1995,, ,1,12,2018,500,다가구,50,,,11410,19,대현동, 
2017,, ,11,12,2018,"1,000",다가구,60,,,11410,23,연희동, 
1993,, ,27,12,2018,"1,000",다가구,40,,,11410,30,천연동, 
1995,, ,30,12,2018,200,다가구,37,,,11410,29.75,북가좌동, 
1990,, ,7,12,2018,"1,000",다가구,50,,,11410,16,대현동, 
1988,, ,15,12,2018,"2,000",다가구,40,,,11410,13,연희동, 
2011,, ,22,12,2018,"1,500",다가구,55,,,11410,23,연희동, 
1996,, ,26,1,2019,"8,000",다가구,40,,,11410,48.54,옥천동, 
2000,, ,24,1,2019,"13,000",단독,0,,,11410,30,연희동, 
2018,, ,21,1,2019,"15,000",다가구,0,,,11410,30,남가좌동, 
2018,, ,16,1,2019,"19,000",다가구,0,,,11410,42.9,홍은동, 
2018,, ,8,1,2019,"24,000",다가구,0,,,11410,42.9,창천동, 
,, ,22,1,2019,"2,000",단독,0,,,11410,42.97,홍제동, 
1985,, ,5,1,2019,500,단독,45,,,11410,13,창천동, 
1997,, ,2,1,2019,"2,000",다가구,45,,,11410,25.56,연희동, 
2015,, ,5,1,2019,500,단독,45,,,11410,13,창천동, 
1997,, ,31,1,2019,500,다가구,45,,,11410,16.5,대신동, 
2013,, ,1,2,2019,"5,000",다가구,5,,,11410,17,연희동, 
1997,, ,7,2,2019,500,다가구,50,,,11410,33,연희동, 
2003,, ,14,2,2019,500,다가구,50,,,11410,30,창천동, 
,, ,10,2,2019,"3,000",다가구,50,,,11410,55.32,남가좌동, 
1989,, ,28,2,2019,"2,500",단독,40,,,11410,48.63,홍제동, 
,, ,10,2,2019,"18,000",다가구,0,,,11410,62.16,홍은동, 
2010,, ,21,2,2019,"6,500",다가구,0,,,11410,19.8,연희동, 
2011,, ,23,2,2019,"10,000",다가구,0,,,11410,20,창천동, 
1991,, ,28,2,2019,500,다가구,45,,,11410,17,남가좌동, 
2011,, ,20,2,2019,"10,000",다가구,0,,,11410,20,창천동, 
2016,, ,16,3,2019,"5,800",다가구,50,,,11410,51.09,북가좌동, 
1993,, ,4,3,2019,300,단독,25,,,11410,53.28,북가좌동, 
1999,, ,11,3,2019,"4,000",다가구,25,,,11410,30,홍제동, 
1994,, ,6,3,2019,500,다가구,35,,,11410,27.8,천연동, 
,, ,6,3,2019,"1,000",다가구,50,,,11410,36,연희동, 
1997,, ,27,3,2019,500,다가구,38,,,11410,30,북가좌동, 
1997,, ,8,3,2019,"3,000",다가구,30,,,11410,21.55,신촌동, 
1991,, ,20,3,2019,300,단독,35,,,11410,13.2,연희동, 
1968,, ,23,3,2019,"1,000",단독,60,,,11410,33,창천동, 
,, ,8,3,2019,"1,000",다가구,65,,,11410,37.01,북가좌동, 
1996,, ,17,4,2019,500,다가구,37,,,11410,37,연희동, 
1992,, ,6,4,2019,"7,500",다가구,0,,,11410,39.6,홍은동, 
2018,, ,24,4,2019,500,다가구,40,,,11410,20.79,연희동, 
1992,, ,24,4,2019,"5,000",다가구,35,,,11410,55.5,연희동, 
1996,, ,8,4,2019,"1,000",다가구,65,,,11410,53.06,남가좌동, 
2011,, ,25,4,2019,"15,500",단독,0,,,11410,38.49,홍은동, 
2004,, ,27,4,2019,"4,000",다가구,0,,,11410,12,창천동, 
2011,, ,25,4,2019,"15,500",단독,0,,,11410,38.49,홍은동, 
2002,, ,29,4,2019,"16,000",다가구,5,,,11410,30,연희동, 
2019,, ,29,4,2019,"12,000",다가구,0,,,11410,12.66,남가좌동, 
1970,, ,11,5,2019,"1,000",단독,50,,,11410,42.64,연희동, 
1978,, ,4,5,2019,500,다가구,40,,,11410,18,창천동, 
2008,, ,27,5,2019,"1,000",다가구,60,,,11410,32.06,연희동, 
1993,, ,7,5,2019,500,다가구,45,,,11410,37,홍제동, 
,, ,1,5,2019,100,다가구,28,,,11410,12,창천동, 
1996,, ,8,5,2019,"7,500",다가구,0,,,11410,55.41,홍은동, 
1990,, ,29,5,2019,"18,000",다가구,0,,,11410,20,창천동, 
2017,, ,20,5,2019,"12,000",다가구,0,,,11410,28.6,연희동, 
2002,, ,15,5,2019,"13,000",다가구,0,,,11410,40.69,천연동, 
2002,, ,14,5,2019,"7,000",다가구,0,,,11410,25,연희동, 
2007,, ,15,6,2019,300,다가구,40,,,11410,12,창천동, 
2018,, ,21,6,2019,500,단독,43,,,11410,14,남가좌동, 
1991,, ,28,6,2019,500,단독,60,,,11410,32,연희동, 
1991,, ,24,6,2019,300,다가구,42,,,11410,13,창천동, 
1993,, ,1,6,2019,500,다가구,47,,,11410,18,연희동, 
1997,, ,21,6,2019,"1,000",다가구,39,,,11410,17,대신동, 
2010,, ,26,6,2019,"35,000",단독,0,,,11410,93.14,창천동, 
1987,, ,26,6,2019,"6,000",단독,0,,,11410,36.54,충정로3가, 
1997,, ,29,6,2019,300,다가구,50,,,11410,18,연희동, 
2011,, ,16,6,2019,"7,000",다가구,0,,,11410,28,연희동, 
1966,, ,31,7,2019,"50,000",단독,0,,,11410,168.07,연희동, 
2011,, ,17,7,2019,"1,000",다가구,45,,,11410,15,연희동, 
2016,, ,24,7,2019,300,다가구,40,,,11410,12,남가좌동, 
,, ,16,7,2019,"1,000",다가구,60,,,11410,40.94,연희동, 
,, ,10,7,2019,"1,500",다가구,40,,,11410,30,연희동, 
1993,, ,25,7,2019,300,다가구,45,,,11410,23,연희동, 
1989,, ,17,7,2019,"1,000",다가구,40,,,11410,43.16,연희동, 
1971,, ,1,7,2019,"3,000",단독,150,,,11410,107.77,연희동, 
1995,, ,16,7,2019,"5,000",다가구,0,,,11410,18,연희동, 
1987,, ,26,7,2019,500,다가구,50,,,11410,16.5,창천동, 
1995,, ,13,8,2019,500,단독,53,,,11410,29.55,연희동, 
1991,, ,25,8,2019,"12,000",다가구,0,,,11410,22,창천동, 
1994,, ,19,8,2019,400,다가구,40,,,11410,53,연희동, 
1991,, ,26,8,2019,"5,500",다가구,0,,,11410,41.65,홍제동, 
,, ,26,8,2019,"10,000",다가구,0,,,11410,36.54,북아현동, 
1993,, ,20,8,2019,"1,000",다가구,43,,,11410,45.65,연희동, 
,, ,27,8,2019,"10,000",다가구,0,,,11410,54.89,북가좌동, 
1990,, ,7,8,2019,"1,000",단독,45,,,11410,15,창천동, 
2010,, ,13,8,2019,"1,000",다가구,53,,,11410,15.9,창천동, 
,, ,29,8,2019,"11,000",다가구,20,,,11410,50,홍은동, 
1961,, ,17,9,2019,"2,500",단독,0,,,11410,27.9,북아현동, 
2003,, ,24,9,2019,"1,000",다가구,50,,,11410,28,창천동, 
2019,, ,4,9,2019,300,다가구,49,,,11410,15,북가좌동, 
1996,, ,20,9,2019,500,다가구,35,,,11410,30,연희동, 
1993,, ,30,9,2019,"7,000",다가구,15,,,11410,33,남가좌동, 
1992,, ,30,9,2019,"2,000",단독,40,,,11410,80.98,충정로3가, 
2011,, ,21,9,2019,"9,000",다가구,0,,,11410,24.4,연희동, 
,, ,27,9,2019,"1,100",단독,0,,,11410,26.44,북아현동, 
1996,, ,24,9,2019,"6,000",다가구,0,,,11410,15,창천동, 
1971,, ,28,9,2019,500,단독,45,,,11410,26,연희동, 
1995,, ,5,10,2019,"42,000",다가구,0,,,11410,135,창천동, 
2001,, ,18,10,2019,500,단독,60,,,11410,21,연희동, 
1992,, ,15,10,2019,"1,000",다가구,30,,,11410,15,창천동, 
1994,, ,18,10,2019,"18,000",다가구,0,,,11410,111.94,북아현동, 
,, ,9,10,2019,"3,000",다가구,80,,,11410,43.32,북가좌동, 
1991,, ,11,10,2019,"5,000",다가구,0,,,11410,23,홍제동, 
1997,, ,5,10,2019,"1,000",다가구,40,,,11410,39,대현동, 
1983,, ,23,10,2019,"1,000",단독,60,,,11410,99.45,연희동, 
2001,, ,22,10,2019,"8,000",다가구,0,,,11410,42.852,연희동, 
1979,, ,16,10,2019,"17,000",단독,0,,,11410,53.55,연희동, 
1993,, ,27,11,2019,"4,000",다가구,60,,,11410,63.96,천연동, 
1988,, ,18,11,2019,300,다가구,45,,,11410,10,창천동, 
1991,, ,9,11,2019,500,다가구,30,,,11410,27,북아현동, 
1982,, ,16,11,2019,"1,700",단독,0,,,11410,16.73,창천동, 
1990,, ,22,11,2019,"25,000",다가구,0,,,11410,97.16,북아현동, 
1974,, ,20,11,2019,"5,500",단독,0,,,11410,78.38,북가좌동, 
1981,, ,21,11,2019,"1,000",다가구,48,,,11410,20,북가좌동, 
1994,, ,22,11,2019,"27,500",다가구,0,,,11410,50,연희동, 
1993,, ,15,11,2019,"12,000",다가구,0,,,11410,24,연희동, 
1992,, ,21,11,2019,"11,000",다가구,0,,,11410,20,연희동, 
2006,, ,14,12,2019,300,단독,55,,,11410,18,창천동, 
1996,, ,28,12,2019,"14,500",다가구,0,,,11410,50,충정로2가, 
2002,, ,14,12,2019,"2,000",단독,45,,,11410,23,연희동, 
2010,, ,30,12,2019,500,다가구,45,,,11410,20,남가좌동, 
2001,, ,21,12,2019,"13,000",다가구,0,,,11410,29.75,연희동, 
1988,, ,7,12,2019,500,다가구,35,,,11410,15,연희동, 
2001,, ,25,12,2019,500,단독,50,,,11410,15,연희동, 
2011,, ,17,12,2019,500,단독,40,,,11410,15.4,창천동, 
2002,, ,28,12,2019,"1,000",다가구,55,,,11410,19.83,연희동, 
1996,, ,19,12,2019,"2,000",다가구,45,,,11410,18,연희동, 
